state,year,median_income,col,mli,annual_surplus,surplus_pct
Nevada,2023,76364,71116.69,1.074,5247.309999999998,7.4
New Hampshire,2008,63731,76047.03,0.838,-12316.029999999999,-16.2
New Hampshire,2009,60567,76278.88,0.794,-15711.880000000005,-20.6
New Hampshire,2010,61042,75995.52,0.803,-14953.520000000004,-19.7
New Hampshire,2011,62647,75215.68,0.833,-12568.679999999993,-16.7
New Hampshire,2012,63280,75355.61,0.84,-12075.61,-16.0
New Hampshire,2013,64230,75730.57,0.848,-11500.570000000007,-15.2
New Hampshire,2014,66532,74168.13,0.897,-7636.130000000005,-10.3
New Hampshire,2015,70303,75577.58,0.93,-5274.580000000002,-7.0
New Hampshire,2016,70936,74783.74,0.949,-3847.7400000000052,-5.1
New Hampshire,2017,73381,76287.63,0.962,-2906.6300000000047,-3.8
New Hampshire,2018,74991,73327.38,1.023,1663.6199999999953,2.3
New Hampshire,2019,77933,73843.94,1.055,4089.0599999999977,5.5
New Hampshire,2021,88465,72794.25,1.215,15670.75,21.5
New Hampshire,2022,89992,77717.13,1.158,12274.869999999995,15.8
New Hampshire,2023,96838,74962.32,1.292,21875.679999999993,29.2
New Jersey,2008,70378,83732.78,0.841,-13354.779999999999,-15.9
New Jersey,2009,68342,84218.44,0.811,-15876.440000000002,-18.9
New Jersey,2010,67681,83214.71,0.813,-15533.710000000006,-18.7
New Jersey,2011,67458,82742.2,0.815,-15284.199999999997,-18.5
New Jersey,2012,69667,83756.12,0.832,-14089.119999999995,-16.8
New Jersey,2013,70165,83311.43,0.842,-13146.429999999993,-15.8
New Jersey,2014,71919,83175.05,0.865,-11256.050000000003,-13.5
New Jersey,2015,72222,82925.6,0.871,-10703.600000000006,-12.9
New Jersey,2016,76126,82955.49,0.918,-6829.490000000005,-8.2
New Jersey,2017,80088,81856.5,0.978,-1768.5,-2.2
New Jersey,2018,81740,83246.82,0.982,-1506.820000000007,-1.8
New Jersey,2019,85751,83016.87,1.033,2734.1300000000047,3.3
New Jersey,2021,89296,80710.74,1.106,8585.259999999995,10.6
New Jersey,2022,96346,81110.27,1.188,15235.729999999996,18.8
New Jersey,2023,99781,81029.6,1.231,18751.399999999994,23.1
New Mexico,2008,43508,65423.28,0.665,-21915.28,-33.5
New Mexico,2009,43028,65975.21,0.652,-22947.210000000006,-34.8
New Mexico,2010,42090,64629.43,0.651,-22539.43,-34.9
New Mexico,2011,41963,66650.9,0.63,-24687.899999999994,-37.0
New Mexico,2012,42558,66168.87,0.643,-23610.869999999995,-35.7
New Mexico,2013,43872,65489.61,0.67,-21617.61,-33.0
New Mexico,2014,44803,65211.36,0.687,-20408.36,-31.3
New Mexico,2015,45382,65075.33,0.697,-19693.33,-30.3
New Mexico,2016,46748,64696.94,0.723,-17948.940000000002,-27.7
New Mexico,2017,46744,65351.1,0.715,-18607.1,-28.5
New Mexico,2018,47169,62751.71,0.752,-15582.71,-24.8
New Mexico,2019,51945,63613.44,0.817,-11668.440000000002,-18.3
New Mexico,2021,53992,61662.03,0.876,-7670.029999999999,-12.4
New Mexico,2022,59726,62611.84,0.954,-2885.8399999999965,-4.6
New Mexico,2023,62268,62227.7,1.001,40.30000000000291,0.1
New York,2008,56033,81757.73,0.685,-25724.729999999996,-31.5
New York,2009,54659,81706.14,0.669,-27047.14,-33.1
New York,2010,54148,81649.96,0.663,-27501.960000000006,-33.7
New York,2011,55246,82326.11,0.671,-27080.11,-32.9
New York,2012,56448,81858.48,0.69,-25410.479999999996,-31.0
New York,2013,57369,81659.89,0.703,-24290.89,-29.7
New York,2014,58878,81424.62,0.723,-22546.619999999995,-27.7
New York,2015,60850,81510.66,0.747,-20660.660000000003,-25.3
New York,2016,62909,81536.71,0.772,-18627.710000000006,-22.8
New York,2017,64894,80957.52,0.802,-16063.520000000004,-19.8
New York,2018,67844,80410.58,0.844,-12566.580000000002,-15.6
New York,2019,72108,79988.08,0.901,-7880.080000000002,-9.9
New York,2021,74314,79988.11,0.929,-5674.110000000001,-7.1
New York,2022,79557,78293.65,1.016,1263.3500000000058,1.6
New York,2023,82095,77993.01,1.053,4101.990000000005,5.3
North Carolina,2008,46549,63099.85,0.738,-16550.85,-26.2
North Carolina,2009,43674,62522.06,0.699,-18848.059999999998,-30.1
North Carolina,2010,43326,63484.23,0.682,-20158.230000000003,-31.8
North Carolina,2011,43916,63884.75,0.687,-19968.75,-31.3
North Carolina,2012,45150,63635.4,0.71,-18485.4,-29.0
North Carolina,2013,45906,63813.15,0.719,-17907.15,-28.1
North Carolina,2014,46556,63864.41,0.729,-17308.410000000003,-27.1
North Carolina,2015,47830,63575.88,0.752,-15745.879999999997,-24.8
North Carolina,2016,50584,63618.65,0.795,-13034.650000000001,-20.5
North Carolina,2017,52752,63424.04,0.832,-10672.04,-16.8
North Carolina,2018,53855,63270.37,0.851,-9415.370000000003,-14.9
North Carolina,2019,57341,62763.51,0.914,-5422.510000000002,-8.6
North Carolina,2021,61972,63831.68,0.971,-1859.6800000000003,-2.9
North Carolina,2022,67481,64326.08,1.049,3154.9199999999983,4.9
North Carolina,2023,70804,64717.46,1.094,6086.540000000001,9.4
North Dakota,2008,45685,57414.14,0.796,-11729.14,-20.4
North Dakota,2009,47827,58856.4,0.813,-11029.400000000001,-18.7
North Dakota,2010,48670,59328.79,0.82,-10658.79,-18.0
North Dakota,2011,51704,60692.86,0.852,-8988.86,-14.8
North Dakota,2012,53585,63051.7,0.85,-9466.699999999997,-15.0
North Dakota,2013,55759,63672.52,0.876,-7913.519999999997,-12.4
North Dakota,2014,59029,63711.94,0.926,-4682.940000000002,-7.4
North Dakota,2015,60557,63083.13,0.96,-2526.1299999999974,-4.0
North Dakota,2016,60656,64536.71,0.94,-3880.709999999999,-6.0
North Dakota,2017,61843,60663.63,1.019,1179.3700000000026,1.9
North Dakota,2018,63837,61602.27,1.036,2234.730000000003,3.6
North Dakota,2019,64577,63502.75,1.017,1074.25,1.7
North Dakota,2021,66519,61155.23,1.088,5363.769999999997,8.8
North Dakota,2022,71970,59425.8,1.211,12544.199999999997,21.1
North Dakota,2023,76525,60275.63,1.27,16249.370000000003,27.0
Ohio,2008,47988,62760.57,0.765,-14772.57,-23.5
Ohio,2009,45395,63211.22,0.718,-17816.22,-28.2
Ohio,2010,45090,63171.05,0.714,-18081.050000000003,-28.6
Ohio,2011,45749,62657.63,0.73,-16908.629999999997,-27.0
Ohio,2012,46829,63252.04,0.74,-16423.04,-26.0
Ohio,2013,48081,63629.78,0.756,-15548.779999999999,-24.4
Ohio,2014,49308,63251.19,0.78,-13943.190000000002,-22.0
Ohio,2015,51075,62856.07,0.813,-11781.07,-18.7
Ohio,2016,52334,62843.2,0.833,-10509.199999999997,-16.7
Ohio,2017,54021,62492.21,0.864,-8471.21,-13.6
Ohio,2018,56111,62947.86,0.891,-6836.860000000001,-10.9
Ohio,2019,58642,62893.49,0.932,-4251.489999999998,-6.8
Ohio,2021,62262,62196.94,1.001,65.05999999999767,0.1
Ohio,2022,65720,61732.69,1.065,3987.3099999999977,6.5
Ohio,2023,67769,61829.53,1.096,5939.470000000001,9.6
Oklahoma,2008,42822,60126.08,0.712,-17304.08,-28.8
Oklahoma,2009,41664,59806.49,0.697,-18142.489999999998,-30.3
Oklahoma,2010,42072,61114.48,0.688,-19042.480000000003,-31.2
Oklahoma,2011,43225,61289.44,0.705,-18064.440000000002,-29.5
Oklahoma,2012,44312,61255.73,0.723,-16943.730000000003,-27.7
Oklahoma,2013,45690,61665.55,0.741,-15975.550000000003,-25.9
Oklahoma,2014,47529,61818.83,0.769,-14289.830000000002,-23.1
Oklahoma,2015,48568,61263.3,0.793,-12695.300000000003,-20.7
Oklahoma,2016,49176,61436.95,0.8,-12260.949999999997,-20.0
Oklahoma,2017,50051,61090.43,0.819,-11039.43,-18.1
Oklahoma,2018,51924,60369.63,0.86,-8445.629999999997,-14.0
Oklahoma,2019,54449,60150.24,0.905,-5701.239999999998,-9.5
Oklahoma,2021,55826,60454.6,0.923,-4628.5999999999985,-7.7
Oklahoma,2022,59673,59476.15,1.003,196.84999999999854,0.3
Oklahoma,2023,62138,59380.1,1.046,2757.9000000000015,4.6
Oregon,2008,50169,69157.84,0.725,-18988.839999999997,-27.5
Oregon,2009,48457,71159.34,0.681,-22702.339999999997,-31.9
Oregon,2010,46560,70564.82,0.66,-24004.820000000007,-34.0
Oregon,2011,46816,70537.78,0.664,-23721.78,-33.6
Oregon,2012,49161,71618.02,0.686,-22457.020000000004,-31.4
Oregon,2013,50251,70847.05,0.709,-20596.050000000003,-29.1
Oregon,2014,51075,70864.01,0.721,-19789.009999999995,-27.9
Oregon,2015,54148,71830.89,0.754,-17682.89,-24.6
Oregon,2016,57532,71533.58,0.804,-14001.580000000002,-19.6
Oregon,2017,60212,72966.32,0.825,-12754.320000000007,-17.5
Oregon,2018,63426,74920.34,0.847,-11494.339999999997,-15.3
Oregon,2019,67058,74351.52,0.902,-7293.520000000004,-9.8
Oregon,2021,71562,74048.5,0.966,-2486.5,-3.4
Oregon,2022,75657,76067.27,0.995,-410.2700000000041,-0.5
Oregon,2023,80160,74576.83,1.075,5583.169999999998,7.5
Pennsylvania,2008,50713,67949.9,0.746,-17236.899999999994,-25.4
Pennsylvania,2009,49520,68141.92,0.727,-18621.92,-27.3
Pennsylvania,2010,49288,68002.74,0.725,-18714.740000000005,-27.5
Pennsylvania,2011,50228,67787.18,0.741,-17559.179999999993,-25.9
Pennsylvania,2012,51230,67480.25,0.759,-16250.25,-24.1
Pennsylvania,2013,52007,67392.65,0.772,-15385.649999999994,-22.8
Pennsylvania,2014,53234,67176.5,0.792,-13942.5,-20.8
Pennsylvania,2015,55702,67856.26,0.821,-12154.259999999995,-17.9
Pennsylvania,2016,56907,67483.82,0.843,-10576.820000000007,-15.7
Pennsylvania,2017,59195,67933.33,0.871,-8738.330000000002,-12.9
Pennsylvania,2018,60905,67436.73,0.903,-6531.729999999996,-9.7
Pennsylvania,2019,63463,66838.82,0.949,-3375.820000000007,-5.1
Pennsylvania,2021,68957,66038.27,1.044,2918.729999999996,4.4
Pennsylvania,2022,71798,66093.09,1.086,5704.9100000000035,8.6
Pennsylvania,2023,73824,66767.72,1.106,7056.279999999999,10.6
Rhode Island,2008,55701,74941.48,0.743,-19240.479999999996,-25.7
Rhode Island,2009,54119,75159.36,0.72,-21040.36,-28.0
Rhode Island,2010,52254,73659.82,0.709,-21405.820000000007,-29.1
Rhode Island,2011,53636,73353.86,0.731,-19717.86,-26.9
Rhode Island,2012,54554,71448.69,0.764,-16894.690000000002,-23.6
Rhode Island,2013,55902,72168.7,0.775,-16266.699999999997,-22.5
Rhode Island,2014,54891,72657.77,0.755,-17766.770000000004,-24.5
Rhode Island,2015,58073,73358.32,0.792,-15285.320000000007,-20.8
Rhode Island,2016,60596,72228.03,0.839,-11632.029999999999,-16.1
Rhode Island,2017,63870,72365.13,0.883,-8495.130000000005,-11.7
Rhode Island,2018,64340,72973.63,0.882,-8633.630000000005,-11.8
Rhode Island,2019,71169,72593.11,0.98,-1424.1100000000006,-2.0
Rhode Island,2021,74008,72433.5,1.022,1574.5,2.2
Rhode Island,2022,81854,72835.63,1.124,9018.369999999995,12.4
Rhode Island,2023,84972,70772.59,1.201,14199.410000000003,20.1
South Carolina,2008,44625,62672.71,0.712,-18047.71,-28.8
South Carolina,2009,42442,62307.37,0.681,-19865.370000000003,-31.9
South Carolina,2010,42018,63282.84,0.664,-21264.839999999997,-33.6
South Carolina,2011,42367,63559.27,0.667,-21192.269999999997,-33.3
South Carolina,2012,43107,63569.48,0.678,-20462.480000000003,-32.2
South Carolina,2013,44163,63390.0,0.697,-19227.0,-30.3
South Carolina,2014,45238,63194.45,0.716,-17956.449999999997,-28.4
South Carolina,2015,47238,63300.74,0.746,-16062.739999999998,-25.4
South Carolina,2016,49501,63451.26,0.78,-13950.260000000002,-22.0
South Carolina,2017,50570,63082.59,0.802,-12512.589999999997,-19.8
South Carolina,2018,52306,62769.09,0.833,-10463.089999999997,-16.7
South Carolina,2019,56227,62504.18,0.9,-6277.18,-10.0
South Carolina,2021,59318,63872.66,0.929,-4554.6600000000035,-7.1
South Carolina,2022,64115,63986.73,1.002,128.2699999999968,0.2
South Carolina,2023,67804,64260.88,1.055,3543.1200000000026,5.5
South Dakota,2008,46032,56262.7,0.818,-10230.699999999997,-18.2
South Dakota,2009,45043,56874.74,0.792,-11831.739999999998,-20.8
South Dakota,2010,45904,59429.82,0.772,-13525.82,-22.8
South Dakota,2011,48321,58250.16,0.83,-9929.160000000003,-17.0
South Dakota,2012,48362,61039.6,0.792,-12677.599999999999,-20.8
South Dakota,2013,48947,61004.73,0.802,-12057.730000000003,-19.8
South Dakota,2014,50979,59986.42,0.85,-9007.419999999998,-15.0
South Dakota,2015,53017,59211.34,0.895,-6194.3399999999965,-10.5
South Dakota,2016,54467,58840.09,0.926,-4373.0899999999965,-7.4
South Dakota,2017,56521,59009.69,0.958,-2488.6900000000023,-4.2
South Dakota,2018,56274,61006.69,0.922,-4732.690000000002,-7.8
South Dakota,2019,59533,61417.64,0.969,-1884.6399999999994,-3.1
South Dakota,2021,66143,59862.83,1.105,6280.169999999998,10.5
South Dakota,2022,69728,59049.82,1.181,10678.18,18.1
South Dakota,2023,71810,59540.45,1.206,12269.550000000003,20.6
Tennessee,2008,43614,62580.01,0.697,-18966.010000000002,-30.3
Tennessee,2009,41725,61921.72,0.674,-20196.72,-32.6
Tennessee,2010,41461,63006.49,0.658,-21545.489999999998,-34.2
Tennessee,2011,41693,63133.61,0.66,-21440.61,-34.0
Tennessee,2012,42764,63475.92,0.674,-20711.92,-32.6
Tennessee,2013,44297,63207.54,0.701,-18910.54,-29.9
Tennessee,2014,44361,62838.01,0.706,-18477.010000000002,-29.4
Tennessee,2015,47275,62848.14,0.752,-15573.14,-24.8
Tennessee,2016,48547,63630.47,0.763,-15083.470000000001,-23.7
Tennessee,2017,51340,63334.95,0.811,-11994.949999999997,-18.9
Tennessee,2018,52375,61296.02,0.854,-8921.019999999997,-14.6
Tennessee,2019,56071,62647.11,0.895,-6576.110000000001,-10.5
Tennessee,2021,59695,62273.05,0.959,-2578.050000000003,-4.1
Tennessee,2022,65254,62948.79,1.037,2305.209999999999,3.7
Tennessee,2023,67631,63498.58,1.065,4132.419999999998,6.5
Texas,2008,50043,66903.5,0.748,-16860.5,-25.2
Texas,2009,48259,66791.56,0.723,-18532.559999999998,-27.7
Texas,2010,48615,67520.93,0.72,-18905.929999999993,-28.0
Texas,2011,49392,67198.52,0.735,-17806.520000000004,-26.5
Texas,2012,50740,67839.72,0.748,-17099.72,-25.2
Texas,2013,51704,68043.58,0.76,-16339.580000000002,-24.0
Texas,2014,53035,68523.67,0.774,-15488.669999999998,-22.6
Texas,2015,55653,68544.57,0.812,-12891.570000000007,-18.8
Texas,2016,56565,68815.59,0.822,-12250.589999999997,-17.8
Texas,2017,59206,68410.37,0.865,-9204.369999999995,-13.5
Texas,2018,60629,68588.14,0.884,-7959.139999999999,-11.6
Texas,2019,64034,69091.57,0.927,-5057.570000000007,-7.3
Texas,2021,66963,69085.02,0.969,-2122.020000000004,-3.1
Texas,2022,72284,68760.18,1.051,3523.820000000007,5.1
Texas,2023,75780,68760.28,1.102,7019.720000000001,10.2
Utah,2008,56633,68938.4,0.822,-12305.399999999994,-17.8
Utah,2009,55117,71168.39,0.774,-16051.39,-22.6
Utah,2010,54744,68291.99,0.802,-13547.990000000005,-19.8
Utah,2011,55869,70200.23,0.796,-14331.229999999996,-20.4
Utah,2012,57049,69833.97,0.817,-12784.970000000001,-18.3
Utah,2013,59770,69526.1,0.86,-9756.100000000006,-14.0
Utah,2014,60922,68623.38,0.888,-7701.380000000005,-11.2
Utah,2015,62912,68266.77,0.922,-5354.770000000004,-7.8
Utah,2016,65977,68772.26,0.959,-2795.2599999999948,-4.1
Utah,2017,68358,69303.95,0.986,-945.9499999999971,-1.4
Utah,2018,71414,68185.66,1.047,3228.3399999999965,4.7
Utah,2019,75780,68984.65,1.099,6795.350000000006,9.9
Utah,2021,79449,67909.86,1.17,11539.14,17.0
Utah,2022,89168,68925.12,1.294,20242.880000000005,29.4
Utah,2023,93421,69113.52,1.352,24307.479999999996,35.2
Vermont,2008,52104,70520.12,0.739,-18416.119999999995,-26.1
Vermont,2009,51618,71385.92,0.723,-19767.92,-27.7
Vermont,2010,49406,69689.45,0.709,-20283.449999999997,-29.1
Vermont,2011,52776,70034.86,0.754,-17258.86,-24.6
Vermont,2012,52977,71143.58,0.745,-18166.58,-25.5
Vermont,2013,52578,70067.9,0.75,-17489.899999999994,-25.0
Vermont,2014,54166,68768.65,0.788,-14602.649999999994,-21.2
Vermont,2015,56990,70090.51,0.813,-13100.509999999995,-18.7
Vermont,2016,57677,67334.59,0.857,-9657.589999999997,-14.3
Vermont,2017,57513,69275.81,0.83,-11762.809999999998,-17.0
Vermont,2018,60782,70116.85,0.867,-9334.850000000006,-13.3
Vermont,2019,63001,69059.38,0.912,-6058.380000000005,-8.8
Vermont,2021,72431,68385.54,1.059,4045.4600000000064,5.9
Vermont,2022,73991,69013.64,1.072,4977.360000000001,7.2
Vermont,2023,81211,65620.7,1.238,15590.300000000003,23.8
Virginia,2008,61233,74422.98,0.823,-13189.979999999996,-17.7
Virginia,2009,59330,74164.99,0.8,-14834.990000000005,-20.0
Virginia,2010,60674,74739.43,0.812,-14065.429999999993,-18.8
Virginia,2011,61882,74583.71,0.83,-12701.710000000006,-17.0
Virginia,2012,61741,73850.88,0.836,-12109.880000000005,-16.4
Virginia,2013,62666,74925.57,0.836,-12259.570000000007,-16.4
Virginia,2014,64902,74585.25,0.87,-9683.25,-13.0
Virginia,2015,66262,74521.61,0.889,-8259.61,-11.1
Virginia,2016,68114,73688.53,0.924,-5574.529999999999,-7.6
Virginia,2017,71535,72864.89,0.982,-1329.8899999999994,-1.8
Virginia,2018,72577,73597.85,0.986,-1020.8500000000058,-1.4
Virginia,2019,76456,71753.49,1.066,4702.509999999995,6.6
Virginia,2021,80963,73445.29,1.102,7517.710000000006,10.2
Virginia,2022,85873,72836.49,1.179,13036.509999999995,17.9
Virginia,2023,89931,71861.76,1.251,18069.240000000005,25.1
Washington,2008,58078,76189.0,0.762,-18111.0,-23.8
Washington,2009,56548,76103.5,0.743,-19555.5,-25.7
Washington,2010,55631,74622.26,0.746,-18991.259999999995,-25.4
Washington,2011,56835,75258.98,0.755,-18423.979999999996,-24.5
Washington,2012,57573,74135.44,0.777,-16562.440000000002,-22.3
Washington,2013,58405,74353.75,0.786,-15948.75,-21.4
Washington,2014,61366,75619.78,0.812,-14253.779999999999,-18.8
Washington,2015,64129,76226.07,0.841,-12097.070000000007,-15.9
Washington,2016,67106,77233.28,0.869,-10127.279999999999,-13.1
Washington,2017,70979,78812.62,0.901,-7833.619999999995,-9.9
Washington,2018,74073,79040.43,0.937,-4967.429999999993,-6.3
Washington,2019,78687,79762.08,0.987,-1075.0800000000017,-1.3
Washington,2021,84247,80044.76,1.052,4202.240000000005,5.2
Washington,2022,91306,81211.23,1.124,10094.770000000004,12.4
Washington,2023,94605,79398.95,1.192,15206.050000000003,19.2
West Virginia,2008,37989,58925.0,0.645,-20936.0,-35.5
West Virginia,2009,37435,58127.29,0.644,-20692.29,-35.6
West Virginia,2010,38218,59574.44,0.642,-21356.440000000002,-35.8
West Virginia,2011,38482,59563.49,0.646,-21081.489999999998,-35.4
West Virginia,2012,40196,59228.53,0.679,-19032.53,-32.1
West Virginia,2013,41253,60054.96,0.687,-18801.96,-31.3
West Virginia,2014,41059,59746.05,0.687,-18687.050000000003,-31.3
West Virginia,2015,42019,60099.69,0.699,-18080.690000000002,-30.1
West Virginia,2016,43385,59581.58,0.728,-16196.580000000002,-27.2
West Virginia,2017,43469,58881.61,0.738,-15412.61,-26.2
West Virginia,2018,44097,59218.89,0.745,-15121.89,-25.5
West Virginia,2019,48850,58804.52,0.831,-9954.519999999997,-16.9
West Virginia,2021,51248,60074.89,0.853,-8826.89,-14.7
West Virginia,2022,54329,58454.75,0.929,-4125.75,-7.1
West Virginia,2023,55948,58979.43,0.949,-3031.4300000000003,-5.1
Wisconsin,2008,52094,64206.75,0.811,-12112.75,-18.9
Wisconsin,2009,49993,64830.9,0.771,-14837.900000000001,-22.9
Wisconsin,2010,49001,65495.99,0.748,-16494.989999999998,-25.2
Wisconsin,2011,50395,65101.92,0.774,-14706.919999999998,-22.6
Wisconsin,2012,51059,65232.59,0.783,-14173.589999999997,-21.7
Wisconsin,2013,51467,64610.5,0.797,-13143.5,-20.3
Wisconsin,2014,52622,64373.18,0.817,-11751.18,-18.3
Wisconsin,2015,55638,64407.68,0.864,-8769.68,-13.6
Wisconsin,2016,56811,63959.68,0.888,-7148.68,-11.2
Wisconsin,2017,59305,64508.17,0.919,-5203.169999999998,-8.1
Wisconsin,2018,60773,64408.91,0.944,-3635.9100000000035,-5.6
Wisconsin,2019,64168,64464.12,0.995,-296.1200000000026,-0.5
Wisconsin,2021,67125,63272.94,1.061,3852.0599999999977,6.1
Wisconsin,2022,70996,62922.92,1.128,8073.080000000002,12.8
Wisconsin,2023,74631,63438.4,1.176,11192.599999999999,17.6
Wyoming,2008,53207,65147.54,0.817,-11940.54,-18.3
Wyoming,2009,52664,67465.52,0.781,-14801.520000000004,-21.9
Wyoming,2010,53512,66235.89,0.808,-12723.89,-19.2
Wyoming,2011,56322,68221.01,0.826,-11899.009999999995,-17.4
Wyoming,2012,54901,66536.86,0.825,-11635.86,-17.5
Wyoming,2013,58752,67673.03,0.868,-8921.029999999999,-13.2
Wyoming,2014,57055,67926.16,0.84,-10871.160000000003,-16.0
Wyoming,2015,60214,66724.44,0.902,-6510.440000000002,-9.8
Wyoming,2016,59882,68330.5,0.876,-8448.5,-12.4
Wyoming,2017,60434,66882.6,0.904,-6448.600000000006,-9.6
Wyoming,2018,61584,63104.65,0.976,-1520.6500000000015,-2.4
Wyoming,2019,65003,64688.17,1.005,314.83000000000175,0.5
Wyoming,2021,65204,63084.4,1.034,2119.5999999999985,3.4
Wyoming,2022,70042,63447.18,1.104,6594.82,10.4
Wyoming,2023,72415,62445.87,1.16,9969.129999999997,16.0
